Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Korea,623244.8,663062.4,441600.0,7360.0,60.0,90.09,181644.8,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,China,798193.68,849188.34,565560.0,9426.0,60.0,90.09,232633.68,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Singapore,537294.6,571621.05,380700.0,6345.0,60.0,90.09,156594.6,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Australia,112709.08,119909.79,79860.0,1331.0,60.0,90.09,32849.08,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Netherlands,367934.6,391441.05,260700.0,4345.0,60.0,90.09,107234.6,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Sweden,113979.28,121261.14,80760.0,1346.0,60.0,90.09,33219.28,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Finland,537718.0,572071.5,381000.0,6350.0,60.0,90.09,156718.0,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Denmark,156742.68,166756.59,111060.0,1851.0,60.0,90.09,45682.68,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,France,317126.6,337387.05,224700.0,3745.0,60.0,90.09,92426.6,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Germany,273347.04,290810.52,193680.0,3228.0,60.0,90.09,79667.04,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Belgium,270806.64,288107.82,191880.0,3198.0,60.0,90.09,78926.64,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Switzerland,143532.6,152702.55,101700.0,1695.0,60.0,90.09,41832.6,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Austria,182400.72,194053.86,129240.0,2154.0,60.0,90.09,53160.72,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Italy,359805.32,382792.41,254940.0,4249.0,60.0,90.09,104865.32,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Web,Spain,398334.72,423783.36,282240.0,4704.0,60.0,90.09,116094.72,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Special,Mexico,57413.04,61081.02,40680.0,678.0,60.0,90.09,16733.04,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Special,Australia,27690.36,29459.43,19620.0,327.0,60.0,90.09,8070.36,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Special,Switzerland,17698.12,18828.81,12540.0,209.0,60.0,90.09,5158.12,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Mail,Canada,40477.04,43063.02,28680.0,478.0,60.0,90.09,11797.04,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Mail,Australia,28706.52,30540.51,20340.0,339.0,60.0,90.09,8366.52,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Mail,Germany,63764.04,67837.77,45180.0,753.0,60.0,90.09,18584.04,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,E-mail,Canada,150899.76,160540.38,106920.0,1782.0,60.0,90.09,43979.76,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,E-mail,Japan,303408.44,322792.47,214980.0,3583.0,60.0,90.09,88428.44,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,E-mail,Sweden,61393.0,65315.25,43500.0,725.0,60.0,90.09,17893.0,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,E-mail,Germany,214748.48,228468.24,152160.0,2536.0,60.0,90.09,62588.48,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,E-mail,Italy,143617.28,152792.64,101760.0,1696.0,60.0,90.09,41857.28,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Fax,Japan,35057.52,37297.26,24840.0,414.0,60.0,90.09,10217.52,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Fax,Singapore,45642.52,48558.51,32340.0,539.0,60.0,90.09,13302.52,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Fax,Netherlands,69183.56,73603.53,49020.0,817.0,60.0,90.09,20163.56,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Lite,Fax,France,65034.24,69189.12,46080.0,768.0,60.0,90.09,18954.24,84.68
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Telephone,Korea,76513.61,81397.98,46050.0,307.0,150.0,265.14,30463.61,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Telephone,China,298826.77,317902.86,179850.0,1199.0,150.0,265.14,118976.77,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Telephone,Australia,219322.4,233323.2,132000.0,880.0,150.0,265.14,87322.4,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Telephone,Netherlands,204119.37,217149.66,122850.0,819.0,150.0,265.14,81269.37,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Telephone,Sweden,51092.15,54353.7,30750.0,205.0,150.0,265.14,20342.15,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Telephone,France,179196.37,190635.66,107850.0,719.0,150.0,265.14,71346.37,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Telephone,Austria,323500.54,344151.72,194700.0,1298.0,150.0,265.14,128800.54,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Canada,974489.3,1036697.4,586500.0,3910.0,150.0,265.14,387989.3,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Mexico,231285.44,246049.92,139200.0,928.0,150.0,265.14,92085.44,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Brazil,576468.99,613268.82,346950.0,2313.0,150.0,265.14,229518.99,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Japan,1450269.37,1542849.66,872850.0,5819.0,150.0,265.14,577419.37,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Korea,572481.31,609026.58,344550.0,2297.0,150.0,265.14,227931.31,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,China,985953.88,1048893.84,593400.0,3956.0,150.0,265.14,392553.88,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Singapore,536841.42,571111.56,323100.0,2154.0,150.0,265.14,213741.42,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Australia,36636.81,38975.58,22050.0,147.0,150.0,265.14,14586.81,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Netherlands,247485.39,263284.02,148950.0,993.0,150.0,265.14,98535.39,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Sweden,170224.09,181090.62,102450.0,683.0,150.0,265.14,67774.09,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Finland,780089.9,829888.2,469500.0,3130.0,150.0,265.14,310589.9,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Denmark,47602.93,50641.74,28650.0,191.0,150.0,265.14,18952.93,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,France,835668.19,889014.42,502950.0,3353.0,150.0,265.14,332718.19,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Germany,527370.68,561036.24,317400.0,2116.0,150.0,265.14,209970.68,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Belgium,130347.29,138668.22,78450.0,523.0,150.0,265.14,51897.29,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Switzerland,242500.79,257981.22,145950.0,973.0,150.0,265.14,96550.79,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Austria,255460.75,271768.5,153750.0,1025.0,150.0,265.14,101710.75,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Italy,533352.2,567399.6,321000.0,2140.0,150.0,265.14,212352.2,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Web,Spain,693607.09,737884.62,417450.0,2783.0,150.0,265.14,276157.09,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Special,Singapore,253217.68,269382.24,152400.0,1016.0,150.0,265.14,100817.68,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Special,Switzerland,27166.07,28900.26,16350.0,109.0,150.0,265.14,10816.07,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Mail,Mexico,83741.28,89087.04,50400.0,336.0,150.0,265.14,33341.28,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Mail,Germany,132839.59,141319.62,79950.0,533.0,150.0,265.14,52889.59,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,E-mail,Canada,221316.24,235444.32,133200.0,888.0,150.0,265.14,88116.24,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,E-mail,Sweden,121375.01,129123.18,73050.0,487.0,150.0,265.14,48325.01,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,E-mail,Germany,129101.14,137342.52,77700.0,518.0,150.0,265.14,51401.14,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,E-mail,Italy,131344.21,139728.78,79050.0,527.0,150.0,265.14,52294.21,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Fax,Japan,109162.74,116131.32,65700.0,438.0,150.0,265.14,43462.74,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Fax,Singapore,233030.05,247905.9,140250.0,935.0,150.0,265.14,92780.05,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Fax,Netherlands,218823.94,232792.92,131700.0,878.0,150.0,265.14,87123.94,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Extreme,Fax,France,97199.7,103404.6,58500.0,390.0,150.0,265.14,38699.7,249.23
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,Japan,24643.75,25406.25,11981.25,625.0,19.17,40.65,12662.5,39.43
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,Korea,25341.21,42235.35,15585.0,1039.0,15.0,40.65,9756.21,24.39
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,Singapore,15101.69,15568.95,7342.11,383.0,19.17,40.65,7759.58,39.43
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,Australia,48471.03,58901.85,25375.41,1449.0,18.336,40.65,23095.62,36.422
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,Netherlands,38198.96,51056.4,20937.51,1256.0,17.78,40.65,17261.45,34.41666667
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,France,117386.17,158209.8,64755.93,3892.0,17.502,40.65,52630.24,33.209
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,Switzerland,5462.8,5691.0,2683.8,140.0,19.17,40.65,2779.0,39.02
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,Austria,71865.5,97316.1,39646.32,2394.0,17.78,40.65,32219.18,34.41666667
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Telephone,Spain,20390.04,33983.4,12540.0,836.0,15.0,40.65,7850.04,24.39
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Canada,155921.51,191868.0,82150.74,4720.0,18.20769231,40.65,73770.77,35.92769231
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Mexico,110966.46,148697.7,60899.82,3658.0,17.78,40.65,50066.64,34.41666667
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Brazil,130908.23,166543.05,70045.2,4097.0,18.1275,40.65,60863.03,35.67
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Japan,201022.85,256704.75,107756.25,6315.0,17.97857143,40.65,93266.6,35.13285714
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Korea,194176.47,236583.0,101945.04,5820.0,18.336,40.65,92231.43,36.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,China,303269.37,381215.7,161807.73,9378.0,18.1275,40.65,141461.64,35.43083333
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Singapore,208293.51,264306.3,111470.31,6502.0,18.03272727,40.65,96823.2,35.21727273
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Australia,34958.47,52072.65,20244.99,1281.0,16.39,40.65,14713.48,29.40333333
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Netherlands,100912.19,116624.85,51612.69,2869.0,18.64875,40.65,49299.5,37.55
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Sweden,36877.59,56950.65,21765.6,1401.0,16.39,40.65,15111.99,29.40333333
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Finland,159434.2,205689.0,85887.15,5060.0,17.919,40.65,73547.05,34.918
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Denmark,72643.35,86178.0,37721.4,2120.0,18.64875,40.65,34921.95,37.29375
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,France,45734.49,55243.35,23875.29,1359.0,18.336,40.65,21859.2,36.422
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Germany,93990.47,123047.55,51080.37,3027.0,17.78,40.65,42910.1,34.28
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Belgium,115857.23,144917.25,61489.74,3565.0,18.1275,40.65,54367.49,35.67
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Switzerland,59828.4,73820.4,31618.5,1816.0,18.24333333,40.65,28209.9,35.90555556
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Austria,58402.93,69714.75,30320.34,1715.0,18.475,40.65,28082.59,36.92333333
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Italy,119629.93,149876.55,63540.75,3687.0,18.1275,40.65,56089.18,35.67
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Web,Spain,105382.39,120039.45,53544.06,2953.0,18.70666667,40.65,51838.33,37.75888889
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Mail,Canada,24126.86,24999.75,11789.55,615.0,19.17,40.65,12337.31,39.225
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Mail,Australia,6979.11,7195.05,3393.09,177.0,19.17,40.65,3586.02,39.43
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Mail,Netherlands,21853.44,36422.4,13440.0,896.0,15.0,40.65,8413.44,24.39
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Mail,Spain,20292.48,33820.8,12480.0,832.0,15.0,40.65,7812.48,24.39
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,E-mail,Canada,87519.78,90446.25,42653.25,2225.0,19.17,40.65,44866.53,39.33888889
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,E-mail,Japan,115570.24,144388.8,61303.08,3552.0,18.1275,40.65,54267.16,35.67
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,E-mail,Germany,106695.9,136055.55,57185.58,3347.0,18.03272727,40.65,49510.32,35.29090909
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,E-mail,Italy,44621.99,57926.25,24110.52,1425.0,17.78,40.65,20511.47,34.41666667
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Fax,France,9699.78,9999.9,4715.82,246.0,19.17,40.65,4983.96,39.43
2005,Camping Equipment,Sleeping Bags,Hibernator Pad,Fax,Spain,9147.76,9430.8,4447.44,232.0,19.17,40.65,4700.32,39.43
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Singapore,23098.32,30516.85,12516.82,1729.0,7.38,17.65,10581.5,13.94666667
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Australia,26411.7,30499.2,13262.22,1728.0,7.81428571,17.65,13149.48,15.88857143
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Netherlands,4722.9,4818.45,2222.22,273.0,8.14,17.65,2500.68,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,France,45556.88,52173.4,22823.8,2956.0,7.82909091,17.65,22733.08,15.87090909
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Switzerland,2387.4,2435.7,1123.32,138.0,8.14,17.65,1264.08,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Austria,31722.82,35953.05,15769.5,2037.0,7.855,17.65,15953.32,16.065
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Spain,15051.0,15355.5,7081.8,870.0,8.14,17.65,7969.2,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Canada,46956.28,48008.0,22140.8,2720.0,8.14,17.65,24815.48,17.26727273
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Mexico,54755.2,61457.3,27078.08,3482.0,7.88666667,17.65,27677.12,16.20222222
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Brazil,48446.76,52632.3,23548.44,2982.0,7.95,17.65,24898.32,16.47666667
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Japan,69867.84,76618.65,34128.48,4341.0,7.96461538,17.65,35739.36,16.54
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Korea,88079.42,97375.05,43274.76,5517.0,7.95,17.65,44804.66,16.41666667
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,China,104252.8,116313.5,51529.04,6590.0,7.93272727,17.65,52723.76,16.30363636
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Singapore,46834.4,47990.35,22132.66,2719.0,8.14,17.65,24701.74,17.22285714
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Australia,16538.8,16873.4,7781.84,956.0,8.14,17.65,8756.96,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Netherlands,47153.88,50743.75,22806.28,2875.0,8.01333333,17.65,24347.6,16.75111111
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Sweden,6625.9,6759.95,3117.62,383.0,8.14,17.65,3508.28,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Finland,59095.04,65905.1,29124.8,3734.0,7.912,17.65,29970.24,16.312
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Denmark,35227.64,39447.75,17438.22,2235.0,7.912,17.65,17789.42,16.222
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,France,17023.2,17367.6,8009.76,984.0,8.14,17.65,9013.44,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Germany,24220.0,24710.0,11396.0,1400.0,8.14,17.65,12824.0,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Belgium,32196.34,34682.25,15580.14,1965.0,8.01333333,17.65,16616.2,16.75111111
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Switzerland,20330.64,22150.75,9927.28,1255.0,7.9975,17.65,10403.36,16.57
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Austria,16469.6,16802.8,7749.28,952.0,8.14,17.65,8720.32,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Italy,43471.5,47072.55,21093.78,2667.0,7.9975,17.65,22377.72,16.6825
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Spain,38998.94,43789.65,19290.18,2481.0,7.855,17.65,19708.76,16.065
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Special,Switzerland,2024.1,2065.05,952.38,117.0,8.14,17.65,1071.72,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Mail,Canada,9244.8,9531.0,4395.6,540.0,8.14,17.65,4849.2,17.12
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Mail,Netherlands,8588.88,9936.95,4317.2,563.0,7.57,17.65,4271.68,14.83
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Mail,Germany,3338.9,3406.45,1571.02,193.0,8.14,17.65,1767.88,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Canada,48749.2,54026.65,23966.92,3061.0,7.93272727,17.65,24782.28,16.36909091
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Japan,57053.26,63151.7,28006.58,3578.0,7.93272727,17.65,29046.68,16.40181818
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Germany,56772.7,64952.0,28364.9,3680.0,7.836,17.65,28407.8,15.98266667
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Italy,16441.3,19167.9,8298.54,1086.0,7.76,17.65,8142.76,15.65333333
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Fax,Singapore,13199.9,13466.95,6210.82,763.0,8.14,17.65,6989.08,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Fax,France,3529.2,3600.6,1660.56,204.0,8.14,17.65,1868.64,17.3
2005,Camping Equipment,Sleeping Bags,Hibernator Pillow,Fax,Spain,4307.7,4394.85,2026.86,249.0,8.14,17.65,2280.84,17.3
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Telephone,Japan,33872.4,34920.0,10825.2,5820.0,1.86,6.0,23047.2,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Telephone,China,25433.16,26646.0,8260.26,4441.0,1.86,6.0,17172.9,5.73
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Telephone,Australia,15470.28,15786.0,4893.66,2631.0,1.86,6.0,10576.62,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Telephone,Netherlands,44080.68,45444.0,14087.64,7574.0,1.86,6.0,29993.04,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Telephone,France,29981.46,30738.0,9528.78,5123.0,1.86,6.0,20452.68,5.856
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Telephone,Austria,4145.4,4230.0,1311.3,705.0,1.86,6.0,2834.1,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Canada,116983.8,119910.0,37172.1,19985.0,1.86,6.0,79811.7,5.856
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Mexico,35888.28,37092.0,11498.52,6182.0,1.86,6.0,24389.76,5.808
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Brazil,60302.34,61662.0,19115.22,10277.0,1.86,6.0,41187.12,5.87
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Japan,100438.74,103638.0,32127.78,17273.0,1.86,6.0,68310.96,5.81571429
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Korea,94416.66,98610.0,30569.1,16435.0,1.86,6.0,63847.56,5.74666667
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,China,108531.0,114594.0,35524.14,19099.0,1.86,6.0,73006.86,5.6850000000000005
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Singapore,85274.64,87912.0,27252.72,14652.0,1.86,6.0,58021.92,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Australia,9290.4,9480.0,2938.8,1580.0,1.86,6.0,6351.6,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Netherlands,32849.28,33822.0,10484.82,5637.0,1.86,6.0,22364.46,5.832
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Sweden,21553.56,22056.0,6837.36,3676.0,1.86,6.0,14716.2,5.865
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Finland,80733.12,83328.0,25831.68,13888.0,1.86,6.0,54901.44,5.814
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Denmark,16211.16,16542.0,5128.02,2757.0,1.86,6.0,11083.14,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,France,105720.0,108096.0,33509.76,18016.0,1.86,6.0,72210.24,5.87052632
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Germany,54079.14,56010.0,17363.1,9335.0,1.86,6.0,36716.04,5.79
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Belgium,46062.0,47070.0,14591.7,7845.0,1.86,6.0,31470.3,5.87333333
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Switzerland,43853.04,44748.0,13871.88,7458.0,1.86,6.0,29981.16,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Austria,51126.6,52170.0,16172.7,8695.0,1.86,6.0,34953.9,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Italy,37769.82,39036.0,12101.16,6506.0,1.86,6.0,25668.66,5.808
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Spain,78532.98,81012.0,25113.72,13502.0,1.86,6.0,53419.26,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Australia,4798.08,4896.0,1517.76,816.0,1.86,6.0,3280.32,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Canada,5356.68,5466.0,1694.46,911.0,1.86,6.0,3662.22,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Japan,23431.32,24156.0,7488.36,4026.0,1.86,6.0,15942.96,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Germany,19653.12,20472.0,6346.32,3412.0,1.86,6.0,13306.8,5.76
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Canada,11454.24,11688.0,3623.28,1948.0,1.86,6.0,7830.96,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Japan,12204.54,12582.0,3900.42,2097.0,1.86,6.0,8304.12,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Sweden,10881.24,11166.0,3461.46,1861.0,1.86,6.0,7419.78,5.85
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Germany,9278.64,9468.0,2935.08,1578.0,1.86,6.0,6343.56,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Italy,6553.32,6756.0,2094.36,1126.0,1.86,6.0,4458.96,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Netherlands,5959.68,6144.0,1904.64,1024.0,1.86,6.0,4055.04,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Canada,16109.15,16437.35,5005.05,2735.0,1.83,6.01,11104.1,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Japan,9070.6,9255.4,2818.2,1540.0,1.83,6.01,6252.4,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Korea,17863.57,18360.55,5590.65,3055.0,1.83,6.01,12272.92,5.85
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Singapore,8470.91,8720.51,2655.33,1451.0,1.83,6.01,5815.58,5.83
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Australia,8311.83,8311.83,2530.89,1383.0,1.83,6.01,5780.94,6.01
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Netherlands,4046.43,4128.87,1257.21,687.0,1.83,6.01,2789.22,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,France,17271.41,17735.51,5400.33,2951.0,1.83,6.01,11871.08,5.854
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Austria,8680.82,8810.66,2682.78,1466.0,1.83,6.01,5998.04,5.93
