Geography,Gender,Age,Tenure,Balance,HasCrCard,EstimatedSalary,CreditScore,IsActiveMember,NumOfProducts,Churn
Germany,Female,45.0,7,138523.2,0,59604.45,721,0,1,1
Spain,Female,56.0,5,90778.76,1,162223.67,603,0,2,1
Germany,Male,47.0,4,99353.42,1,196549.85,572,0,1,1
Germany,Female,40.0,1,111524.49,1,120373.84,453,1,1,1
France,Female,37.0,7,128645.67,1,92149.64,668,0,1,0
Germany,Male,35.0,1,117458.51,0,178361.48,762,1,1,1
France,Female,39.0,9,129189.15,0,170998.83,633,0,2,0
Spain,Male,33.0,7,121260.19,1,77216.48,647,0,2,0
Spain,Male,56.0,6,94231.13,0,121164.6,796,0,1,1
France,Male,39.0,1,0.0,1,141841.31,733,1,2,0
France,Male,34.0,8,163757.06,1,104000.06,556,1,1,0
Spain,Male,58.0,4,0.0,1,191419.32,489,1,2,0
France,Male,22.0,4,0.0,1,28188.96,639,0,2,0
France,Male,35.0,2,141005.47,1,60407.93,715,1,1,0
Germany,Female,42.0,9,105356.09,1,130489.37,807,1,2,0
Spain,Male,34.0,5,0.0,1,193040.32,714,0,2,0
Germany,Female,23.0,6,85897.95,1,109742.8,626,0,1,0
France,Male,36.0,7,0.0,1,74760.32,697,1,2,0
Germany,Female,31.0,4,164672.66,0,61936.1,850,1,1,0
Germany,Female,45.0,2,99169.67,1,78650.95,737,1,2,0
France,Male,29.0,6,0.0,0,168023.6,812,0,2,0
France,Male,36.0,8,0.0,0,5571.59,583,1,2,0
Germany,Female,37.0,5,124053.03,1,118591.67,730,0,1,0
France,Male,36.0,4,0.0,1,7824.31,677,0,2,0
Germany,Female,40.0,3,103499.09,0,38153.19,748,0,2,0
Germany,Female,38.0,9,151766.71,1,180829.99,753,1,1,0
Spain,Female,36.0,1,0.0,1,143960.72,634,1,1,0
France,Male,29.0,7,101486.96,1,8788.35,622,1,1,0
Germany,Male,36.0,2,123601.56,1,103557.85,699,0,2,0
Germany,Male,38.0,1,127201.58,1,147168.28,570,0,1,1
Germany,Male,33.0,3,144962.74,1,58844.84,552,0,1,1
France,Female,48.0,4,0.0,0,18094.96,619,0,1,1
Spain,Male,33.0,8,122017.19,0,162515.17,714,0,1,0
Spain,Male,32.0,9,100262.88,1,157921.25,503,1,2,0
Spain,Female,43.0,6,117302.62,0,68701.73,685,0,1,0
France,Female,35.0,0,135984.15,1,186778.89,606,0,2,0
France,Male,38.0,3,0.0,1,66561.6,678,0,2,0
Germany,Male,31.0,2,160997.54,0,64831.36,724,1,2,0
Germany,Female,37.0,2,128389.63,1,6589.16,779,1,1,1
Spain,Male,35.0,1,0.0,1,165370.66,638,0,2,0
Spain,Female,50.0,5,130554.51,1,184758.17,610,0,3,1
Germany,Female,57.0,6,90212.0,1,13911.27,646,0,1,1
France,Female,29.0,9,71996.29,1,34857.46,628,1,1,0
France,Female,32.0,4,85615.66,1,156192.43,528,0,2,0
France,Female,27.0,6,62339.81,0,53874.67,432,0,2,0
Spain,Female,47.0,6,142319.03,0,100183.05,622,0,1,0
France,Male,54.0,5,0.0,1,4493.12,721,1,2,0
Spain,Male,36.0,5,0.0,1,130610.78,614,0,2,0
France,Female,24.0,2,87413.19,1,63340.65,634,0,1,0
France,Female,29.0,4,0.0,1,180066.59,742,1,2,0
France,Female,45.0,4,0.0,1,95273.73,516,0,1,1
France,Male,35.0,3,97560.16,1,53511.74,718,1,1,0
Germany,Male,30.0,8,141787.31,1,109685.61,636,1,2,0
Spain,Male,36.0,7,129934.64,0,75664.56,691,0,1,1
France,Female,37.0,2,166178.02,1,71972.95,698,1,2,0
Spain,Female,39.0,5,163097.55,1,23702.42,712,1,2,0
France,Male,20.0,8,0.0,0,112572.02,659,0,2,0
Spain,Male,44.0,8,0.0,0,62424.46,573,0,2,0
Germany,Female,35.0,1,151958.19,1,131238.37,778,1,3,1
France,Male,46.0,0,0.0,1,184350.78,732,1,2,0
Germany,Male,33.0,4,118400.91,0,13999.64,550,1,1,1
Spain,Male,20.0,8,0.0,1,168152.76,790,0,2,0
Germany,Female,43.0,2,116322.27,1,35640.12,665,0,4,1
Spain,Female,43.0,5,0.0,1,120088.17,728,1,1,0
Spain,Female,29.0,4,0.0,1,74346.11,645,1,2,0
Germany,Male,30.0,6,143138.91,1,2955.46,647,0,2,0
Spain,Male,32.0,4,0.0,0,146504.35,596,1,2,0
France,Male,40.0,9,0.0,1,149602.54,610,1,1,0
France,Male,36.0,0,129804.17,1,53020.9,512,0,1,0
Germany,Male,37.0,9,108308.11,1,41788.25,768,0,1,1
Germany,Male,30.0,3,110153.27,0,74849.46,666,1,1,0
Germany,Female,30.0,4,116377.48,1,134417.31,700,1,1,0
Germany,Female,37.0,10,117791.06,1,75837.58,651,1,2,0
Spain,Female,26.0,2,0.0,1,54869.54,542,1,2,0
France,Female,35.0,8,105419.73,1,35356.46,686,0,1,0
Germany,Female,47.0,4,99219.47,1,122141.13,850,1,2,0
Germany,Female,55.0,8,119327.93,0,119439.66,658,1,1,0
France,Female,36.0,6,83947.12,1,81999.53,448,0,2,0
Spain,Male,32.0,4,99883.16,1,120594.85,609,1,1,0
France,Male,50.0,4,165438.26,1,120770.75,704,0,1,1
France,Male,31.0,1,156111.24,0,134790.74,698,0,1,0
France,Male,44.0,2,111095.58,1,100137.7,759,0,2,0
France,Female,56.0,0,119963.45,0,158325.87,677,0,1,1
Spain,Male,22.0,4,0.0,1,70007.67,544,0,2,0
Spain,Male,35.0,8,153137.74,1,88659.07,567,0,1,0
Spain,Male,40.0,6,156111.08,0,190889.13,490,0,1,0
France,Male,34.0,7,113014.7,1,56646.28,626,1,2,0
Germany,Male,43.0,5,132615.73,1,32999.1,718,0,2,0
France,Male,44.0,5,102016.38,0,178235.37,616,1,1,1
France,Female,35.0,9,0.0,0,25448.31,772,1,1,0
France,Male,32.0,5,0.0,1,84871.99,561,0,2,0
France,Male,49.0,8,0.0,0,157822.54,814,0,2,0
France,Female,56.0,4,0.0,0,84383.22,651,0,1,1
Germany,Female,42.0,4,80380.24,1,119216.46,538,0,1,0
France,Female,26.0,6,108909.12,1,82547.01,600,0,1,0
France,Female,35.0,2,90865.8,1,86764.46,654,1,1,0
France,Male,40.0,4,99799.76,1,197372.13,622,0,2,0
France,Male,28.0,10,200724.96,0,82872.64,682,1,1,1
Spain,Female,37.0,10,140363.95,1,129563.86,610,1,2,0
France,Female,36.0,1,151844.64,1,135388.89,795,1,1,0
France,Female,27.0,2,0.0,0,4497.55,557,1,2,0
Germany,Male,49.0,8,133231.48,1,67885.37,824,1,1,0
France,Male,27.0,7,0.0,1,111471.55,698,0,2,0
France,Female,36.0,8,126598.99,1,134407.93,630,1,2,0
Germany,Female,71.0,6,113317.1,1,108258.22,609,0,1,1
France,Male,47.0,4,0.0,1,197528.62,694,0,2,0
France,Female,58.0,8,93173.88,1,139761.25,681,1,1,0
Spain,Female,32.0,10,0.0,1,136119.96,721,0,1,1
Germany,Male,44.0,7,105007.31,1,197812.16,563,1,2,0
Spain,Female,32.0,2,0.0,1,51972.92,654,1,1,1
Spain,Male,27.0,4,0.0,1,99341.87,659,0,2,0
Germany,Female,44.0,4,131593.85,0,171345.02,674,1,1,1
Germany,Male,44.0,9,119530.52,1,119056.68,576,0,1,1
Germany,Male,54.0,4,118614.6,1,172601.62,566,1,2,0
Germany,Male,37.0,9,95829.13,0,104936.88,545,1,2,0
France,Male,36.0,1,0.0,1,159044.1,798,1,2,0
France,Male,38.0,0,0.0,1,83263.06,757,0,1,0
France,Male,50.0,6,153590.73,1,130910.78,641,1,2,0
France,Male,29.0,2,0.0,1,126336.72,718,0,1,0
France,Male,64.0,9,113109.52,1,27980.8,699,0,1,1
France,Female,35.0,0,130557.24,1,47880.71,623,1,1,0
France,Male,40.0,8,93183.19,1,73882.49,644,0,1,0
France,Male,58.0,7,151933.63,1,162960.05,586,0,1,1
Germany,Male,30.0,2,125495.64,1,68807.47,500,1,2,0
France,Female,42.0,7,0.0,1,144039.05,583,0,2,0
Germany,Female,26.0,8,118547.72,1,151192.18,595,1,1,0
Spain,Male,43.0,1,97792.21,0,120225.62,670,0,1,0
France,Male,41.0,6,0.0,0,56118.81,610,0,3,1
Spain,Female,72.0,2,0.0,0,130853.03,814,1,2,0
France,Female,40.0,8,167181.01,1,185156.94,660,1,1,0
Germany,Male,35.0,9,121355.19,0,35671.45,580,1,1,0
France,Female,81.0,1,0.0,1,59568.24,850,1,2,0
Spain,Male,35.0,0,0.0,0,139911.58,676,0,2,0
France,Male,46.0,5,113226.47,1,56770.76,578,0,1,0
France,Female,33.0,1,118392.75,1,157564.75,579,1,1,0
Germany,Female,52.0,8,145262.54,0,131473.31,711,1,1,0
France,Male,40.0,6,163505.16,0,90424.09,692,0,1,0
Spain,Female,33.0,1,118114.28,0,156660.21,760,1,2,0
Germany,Female,51.0,0,108449.23,0,88372.69,630,0,3,1
France,Male,32.0,1,0.0,1,46200.71,808,1,2,0
Germany,Female,36.0,10,103294.56,1,160548.12,611,0,1,0
France,Female,42.0,1,0.0,1,1262.83,697,0,1,1
France,Female,38.0,6,0.0,1,188639.28,655,1,1,0
Spain,Male,28.0,6,0.0,1,14665.28,601,0,2,0
France,Male,42.0,2,119919.12,1,156868.21,755,0,1,0
France,Male,37.0,1,0.0,1,30461.55,553,0,1,0
France,Male,28.0,4,0.0,1,123885.88,723,1,2,0
Spain,Female,34.0,4,0.0,1,60688.38,507,1,2,0
France,Male,43.0,1,0.0,1,21785.91,777,0,2,0
France,Male,34.0,3,0.0,0,188135.69,566,0,1,0
France,Male,26.0,7,0.0,1,154364.66,732,0,2,0
France,Female,42.0,10,0.0,1,61312.15,697,0,2,0
France,Male,29.0,4,128744.04,1,47454.93,555,1,1,0
Germany,Female,62.0,9,137727.34,0,121102.9,584,1,2,0
Germany,Female,44.0,10,106731.58,1,137419.87,705,0,1,1
France,Female,38.0,7,123544.21,1,157664.02,688,1,1,0
France,Female,37.0,2,133968.96,1,148689.65,626,0,2,0
Spain,Male,76.0,9,126534.6,1,39789.62,636,1,1,0
Spain,Female,35.0,8,0.0,1,165162.4,719,1,1,0
Spain,Male,30.0,6,87609.68,0,137674.55,706,0,2,1
Spain,Male,41.0,3,0.0,1,101371.72,731,0,2,0
Spain,Male,49.0,3,0.0,1,65066.48,738,1,3,1
France,Male,34.0,9,0.0,1,107876.91,426,0,2,0
Spain,Female,36.0,0,108960.0,1,111180.3,622,0,2,1
Spain,Female,30.0,2,0.0,1,115650.63,701,0,2,0
France,Male,51.0,6,144953.31,1,165035.17,512,1,1,0
France,Male,41.0,4,103544.88,1,193746.55,635,0,2,0
France,Male,33.0,6,0.0,1,58458.26,685,0,1,0
France,Male,53.0,7,0.0,0,52332.85,609,1,2,0
Germany,Male,38.0,1,101487.18,1,75959.1,598,1,1,1
France,Male,52.0,10,105355.81,1,123.07,708,0,1,1
Spain,Male,36.0,4,77967.5,1,167066.95,574,0,1,1
France,Male,44.0,5,0.0,0,117572.59,629,0,4,1
Spain,Female,54.0,4,0.0,1,7166.71,422,1,2,0
Spain,Male,28.0,8,120047.77,1,137173.39,656,1,1,0
France,Male,32.0,7,175464.85,1,116442.42,697,0,3,1
France,Male,52.0,8,79475.3,1,32421.32,718,1,3,1
Germany,Male,37.0,8,167735.69,0,104665.79,586,1,2,0
Spain,Female,37.0,8,0.0,1,44215.86,481,0,2,0
France,Female,33.0,1,74385.98,1,20164.47,749,0,1,0
Germany,Male,49.0,5,94754.0,1,26691.31,561,1,1,0
Spain,Male,27.0,4,0.0,0,107955.67,676,1,1,0
Germany,Male,43.0,3,86920.86,1,150048.37,615,1,1,0
France,Female,39.0,1,132077.48,1,192255.15,582,0,2,0
France,Male,40.0,10,127847.86,0,173245.68,601,0,1,0
France,Male,34.0,3,0.0,0,121457.88,708,1,1,1
Germany,Male,42.0,9,176702.36,1,104804.74,708,1,2,0
Germany,Female,33.0,10,83555.58,0,69767.14,797,0,1,0
France,Male,26.0,8,0.0,1,178373.43,682,0,2,0
Spain,Female,39.0,9,0.0,0,99924.04,694,0,2,0
France,Female,40.0,1,0.0,1,49594.19,490,1,1,1
Spain,Male,42.0,10,0.0,1,186071.14,828,1,1,0
Spain,Female,38.0,7,96858.35,1,77511.45,594,0,1,0
Spain,Male,33.0,1,0.0,1,54816.57,579,1,2,0
France,Female,35.0,0,0.0,0,61290.99,723,1,2,0
Germany,Female,42.0,8,132796.04,1,191821.35,619,1,3,1
Spain,Female,30.0,1,154970.54,0,156768.45,794,1,1,0
Germany,Male,44.0,3,88902.21,1,73731.32,674,0,1,0
France,Male,28.0,7,98738.92,1,122190.22,418,0,1,0
France,Male,33.0,8,0.0,1,123509.01,502,1,2,0
France,Female,50.0,6,0.0,1,8199.5,678,0,1,0
Germany,Male,40.0,10,137456.28,1,14113.11,599,1,2,0
France,Male,29.0,4,0.0,0,51705.01,736,0,2,0
France,Female,60.0,7,73937.02,1,161937.62,430,0,1,1
France,Female,45.0,7,158621.04,1,120892.96,537,0,1,1
Spain,Male,30.0,1,113257.2,1,65035.02,683,1,1,0
France,Male,31.0,9,0.0,0,164257.37,828,1,1,0
France,Female,29.0,9,116536.43,1,51987.99,691,0,1,0
Spain,Female,28.0,4,0.0,1,10899.63,608,0,2,1
France,Female,60.0,6,101070.69,1,177355.8,691,0,1,1
Spain,Male,39.0,6,0.0,0,63889.1,718,1,2,0
Germany,Female,31.0,3,127331.46,1,176433.6,680,1,3,0
Spain,Female,41.0,5,0.0,1,81313.51,838,0,2,0
Spain,Female,31.0,5,0.0,0,13998.88,695,1,2,0
France,Male,46.0,0,105969.42,1,5771.56,681,0,1,0
France,Male,36.0,5,119547.46,1,42693.65,762,1,1,0
Spain,Male,38.0,7,0.0,0,90839.61,751,0,2,0
Spain,Male,28.0,5,138668.18,1,54144.01,678,1,1,0
France,Female,37.0,7,51582.5,1,184312.88,634,1,2,0
France,Male,37.0,7,0.0,1,20306.79,749,0,2,0
Spain,Male,37.0,6,169902.92,1,128256.18,590,1,1,0
France,Female,27.0,4,87262.4,1,182720.07,610,0,2,0
France,Male,33.0,7,0.0,0,4082.52,502,1,2,0
France,Female,40.0,7,0.0,0,102233.73,578,0,2,0
France,Female,32.0,2,0.0,1,132002.83,547,0,2,0
France,Female,27.0,9,0.0,1,126838.7,579,0,2,0
France,Male,39.0,5,0.0,0,181461.46,661,0,2,0
France,Male,46.0,6,0.0,1,195325.74,794,0,2,0
France,Male,61.0,5,0.0,0,29132.43,719,1,2,0
France,Female,69.0,1,0.0,1,131804.86,728,1,2,0
Germany,Male,19.0,3,150348.37,1,173784.04,598,1,1,0
Germany,Female,46.0,3,115074.02,1,26249.86,822,0,2,0
Spain,Female,40.0,3,0.0,1,182650.15,670,1,1,0
France,Male,28.0,8,99986.98,1,196582.55,850,0,1,0
Germany,Female,68.0,3,110357.0,0,141977.54,723,0,1,1
Germany,Male,42.0,8,166685.92,1,55313.51,705,1,2,0
Spain,Male,40.0,7,95312.8,1,62944.75,677,1,1,0
France,Male,43.0,4,202443.47,1,72375.03,736,0,1,0
Germany,Female,47.0,0,109493.62,0,188324.01,661,0,1,1
Germany,Male,38.0,9,88977.39,0,133403.07,501,1,2,0
France,Female,29.0,2,104982.57,1,157378.5,516,0,1,0
Germany,Female,59.0,8,154110.99,1,101240.08,517,0,2,1
France,Male,32.0,6,185714.28,1,102502.5,766,1,1,0
Germany,Female,23.0,3,116022.53,1,37577.66,520,1,2,0
France,Male,46.0,6,0.0,1,83456.67,541,1,2,0
Germany,Female,34.0,2,164011.48,1,199420.41,790,0,1,0
France,Male,31.0,9,0.0,1,24748.89,797,1,2,0
France,Male,40.0,1,101514.89,1,121765.0,811,1,1,0
Spain,Female,32.0,4,0.0,1,113666.48,722,1,2,0
France,Male,28.0,9,0.0,1,134110.93,675,0,1,0
Germany,Male,39.0,9,134599.33,1,183095.87,660,0,2,0
Spain,Male,32.0,10,147511.26,1,159891.03,566,1,1,0
France,Male,25.0,0,78396.08,1,8316.19,768,1,1,0
Spain,Female,31.0,5,0.0,0,63736.36,610,0,2,0
France,Female,31.0,3,110581.29,1,94715.24,715,1,1,0
Germany,Male,42.0,8,151836.36,1,68695.38,750,0,2,0
Germany,Male,45.0,5,83624.55,0,36899.62,431,0,2,0
France,Male,24.0,2,148197.15,1,182775.08,704,0,2,0
Spain,Female,30.0,5,122924.75,0,62390.59,535,0,1,1
France,Female,38.0,4,72594.0,1,76042.48,614,1,1,0
France,Male,38.0,4,115221.36,0,70956.75,748,1,1,0
Germany,Male,51.0,8,117808.74,1,67311.12,492,1,2,0
France,Male,40.0,7,147754.68,1,110454.46,573,1,1,0
Spain,Female,53.0,3,0.0,0,88479.02,706,0,3,1
France,Male,31.0,10,113292.17,1,122639.73,680,1,1,0
Spain,Male,36.0,5,0.0,1,79723.78,458,0,2,0
Germany,Male,44.0,2,115163.38,1,97677.52,612,1,1,1
Germany,Male,50.0,10,118098.62,1,100720.02,809,1,1,1
France,Male,39.0,9,0.0,1,104730.52,590,1,2,0
France,Male,35.0,8,0.0,1,22499.29,602,1,1,0
Spain,Male,37.0,0,120825.7,1,28257.89,540,0,1,0
France,Male,25.0,6,0.0,0,109988.09,494,1,2,0
France,Male,29.0,1,0.0,0,149991.32,797,1,1,0
Germany,Male,61.0,6,133845.28,1,45180.8,526,1,2,0
Spain,Male,38.0,7,0.0,1,181605.85,631,0,2,0
France,Female,29.0,5,108541.04,1,126469.09,576,1,1,0
France,Male,39.0,10,0.0,1,160810.85,405,0,1,1
France,Male,30.0,1,0.0,0,88146.86,555,0,2,0
Spain,Female,37.0,2,113817.06,0,88333.74,750,0,1,0
France,Male,28.0,8,137300.23,1,90174.83,665,0,1,0
Spain,Male,37.0,5,158024.38,1,81298.09,640,0,1,0
France,Female,33.0,7,127837.54,0,60013.17,457,1,1,0
France,Male,36.0,4,161533.0,1,100940.91,695,0,1,0
France,Male,31.0,7,161171.7,1,12599.94,645,0,2,1
Spain,Male,32.0,9,80958.36,1,128590.73,647,1,1,0
Spain,Male,25.0,7,0.0,0,23180.37,808,1,2,0
France,Male,33.0,2,146193.6,1,55796.83,641,1,2,1
Spain,Male,29.0,8,0.0,0,152097.02,700,1,2,0
Germany,Male,26.0,4,115021.76,0,162443.05,660,1,1,0
Spain,Male,41.0,1,126773.43,1,55551.26,615,1,1,0
Germany,Female,40.0,3,92889.91,1,109496.69,705,1,1,0
France,Male,48.0,9,0.0,1,72105.63,718,1,2,0
France,Male,61.0,5,146622.35,1,41815.22,754,1,1,1
Germany,Male,45.0,4,131038.14,1,74005.04,713,0,1,1
France,Female,46.0,6,88820.29,0,70224.34,587,0,1,0
Spain,Male,31.0,1,115406.97,0,145528.22,569,0,1,0
France,Female,38.0,3,132951.92,0,124486.28,568,1,1,0
Germany,Male,74.0,5,108891.7,1,10078.02,634,0,1,0
Germany,Female,46.0,5,141788.63,0,164967.21,770,0,2,0
Spain,Female,64.0,4,116954.32,1,91149.48,676,1,1,0
Germany,Female,47.0,10,90450.0,0,103379.31,723,0,2,1
Germany,Female,39.0,8,125997.22,1,128049.34,614,1,1,1
Spain,Female,41.0,3,0.0,1,54342.83,601,0,2,0
France,Male,60.0,9,0.0,1,13614.01,592,1,4,1
Spain,Female,36.0,9,0.0,0,35521.63,605,1,2,0
Spain,Female,31.0,4,144637.86,1,40496.72,752,0,2,0
France,Female,29.0,3,86616.35,0,91903.9,677,0,1,1
France,Male,31.0,8,0.0,1,178667.7,850,0,2,0
Germany,Female,48.0,2,127924.25,1,32202.61,608,0,2,0
Spain,Female,34.0,9,0.0,1,117034.32,786,0,2,0
France,Female,29.0,9,131240.61,1,163746.09,777,1,1,1
Spain,Male,31.0,5,0.0,1,20346.69,667,1,2,0
Spain,Male,35.0,5,120046.74,1,84710.65,848,0,2,0
France,Female,39.0,8,97819.36,0,120531.31,486,1,1,0
Spain,Female,64.0,1,62979.93,1,152273.57,598,1,1,0
France,Female,40.0,3,0.0,1,144345.58,506,1,1,0
Germany,Male,46.0,9,161450.03,1,96961.0,612,1,1,1
France,Male,30.0,3,0.0,1,170307.43,545,0,2,0
France,Male,56.0,8,119496.25,1,29880.99,793,0,2,0
France,Female,30.0,9,0.0,1,195104.91,682,1,2,0
France,Male,62.0,1,43772.66,1,187756.24,517,0,3,1
France,Male,32.0,9,100249.41,0,67599.69,684,1,2,0
Spain,Male,46.0,2,0.0,1,105983.09,692,1,2,0
France,Female,60.0,5,108028.08,0,25980.42,740,0,2,1
Germany,Male,71.0,1,53013.29,1,112222.64,666,1,2,0
France,Male,68.0,2,0.0,1,59864.96,693,1,2,0
Germany,Male,33.0,1,122088.67,1,42581.09,757,0,1,0
Germany,Male,18.0,9,90544.0,0,4777.23,684,1,1,0
Spain,Male,35.0,6,0.0,0,178038.17,691,1,2,0
France,Male,44.0,3,141252.18,0,128521.16,842,1,4,1
France,Female,35.0,5,147813.05,0,109029.72,482,0,2,0
France,Male,55.0,6,134140.68,1,2267.88,735,0,1,0
France,Female,63.0,7,0.0,1,55054.48,681,1,2,0
France,Female,31.0,8,0.0,0,76456.17,616,1,1,0
France,Female,35.0,2,128548.49,1,75478.95,850,0,4,1
France,Male,43.0,10,122198.21,0,179144.54,635,1,2,0
Germany,Male,42.0,8,145177.84,1,193471.74,638,0,1,1
Spain,Female,31.0,2,94222.53,1,103570.8,820,0,1,0
Germany,Female,58.0,1,143212.22,0,102628.56,694,0,1,1
France,Male,41.0,3,0.0,1,55772.04,713,0,2,0
Germany,Male,41.0,6,143350.41,1,192070.16,543,1,1,1
France,Female,41.0,3,130931.83,1,144808.37,649,1,1,0
France,Female,30.0,4,137851.31,1,5008.23,777,0,1,1
France,Male,33.0,6,0.0,0,173680.39,561,0,2,0
Spain,Male,41.0,5,0.0,0,115753.94,724,1,1,0
Spain,Female,51.0,8,0.0,1,38928.48,665,1,1,1
France,Male,60.0,1,140614.15,0,174381.23,441,1,1,0
Spain,Male,22.0,3,118680.57,1,49829.8,579,1,1,0
Germany,Male,35.0,7,122917.69,1,76169.68,777,1,1,0
France,Female,36.0,0,0.0,0,133465.57,739,0,2,0
France,Male,40.0,5,131754.11,1,38761.61,660,1,2,0
France,Female,35.0,8,0.0,1,176779.46,554,1,2,0
France,Female,24.0,6,0.0,1,13159.9,850,1,2,0
Germany,Female,35.0,9,119948.09,1,48217.97,842,0,1,1
France,Female,38.0,1,0.0,1,134964.85,785,0,1,1
France,Male,25.0,0,0.0,1,184221.11,550,1,2,0
Spain,Female,39.0,6,0.0,0,19264.33,750,0,2,0
Spain,Female,38.0,3,97266.1,1,92797.23,490,1,1,0
Germany,Male,28.0,10,113690.83,1,33114.24,605,0,1,0
Spain,Female,42.0,6,99056.22,1,154347.95,563,0,2,1
France,Male,34.0,8,0.0,1,184842.21,675,1,2,0
Spain,Female,36.0,7,116338.68,1,155743.48,621,1,1,0
France,Male,40.0,6,97339.99,0,88815.25,850,1,1,0
France,Male,41.0,3,0.0,1,193747.57,711,1,2,0
Germany,Female,55.0,1,137592.31,0,116548.02,549,1,2,1
Germany,Male,34.0,6,108760.27,1,166324.79,764,0,2,1
Germany,Male,30.0,3,128770.88,1,40199.01,627,1,2,0
France,Female,34.0,2,0.0,0,51919.04,850,0,2,0
Spain,Female,36.0,1,44054.84,1,73329.08,614,1,1,0
Germany,Female,44.0,2,119657.53,1,145387.05,685,0,1,1
Germany,Female,49.0,7,108797.63,0,140763.18,683,0,2,0
Spain,Male,35.0,2,0.0,0,67979.35,643,0,2,0
Germany,Female,49.0,1,102025.32,1,133051.64,561,0,1,1
Spain,Female,20.0,9,122446.61,1,86791.9,601,0,2,0
France,Female,27.0,7,158786.67,0,47579.25,766,1,2,0
France,Male,29.0,3,125689.29,1,151623.71,699,1,1,0
Germany,Male,29.0,1,154640.41,1,164039.51,850,1,1,0
Germany,Female,50.0,4,146710.76,1,16528.4,792,0,1,1
Germany,Male,67.0,7,136709.35,0,66753.1,636,1,1,1
Germany,Male,43.0,5,129305.09,0,19244.58,850,1,2,0
Spain,Male,40.0,10,0.0,1,103832.58,628,0,2,0
France,Female,63.0,10,0.0,0,502.7,736,1,2,0
France,Female,21.0,0,82844.33,0,1408.68,711,1,2,0
Spain,Female,22.0,2,0.0,0,5985.36,583,1,2,0
France,Male,46.0,0,0.0,1,37460.05,757,0,2,0
Germany,Female,33.0,10,76692.22,0,30396.43,749,1,1,0
France,Male,34.0,7,117715.84,1,2498.67,705,0,1,0
France,Male,54.0,8,87105.32,1,55346.14,585,1,1,0
France,Female,43.0,6,0.0,1,148330.97,437,0,1,1
France,Female,64.0,2,69311.16,1,59237.72,741,1,1,0
France,Male,26.0,9,0.0,1,48644.94,738,1,2,0
Spain,Female,33.0,10,66948.67,1,140759.03,586,1,2,0
France,Female,57.0,9,0.0,1,107712.42,627,1,2,0
Spain,Male,76.0,2,128410.71,1,181718.73,551,1,2,0
Germany,Male,38.0,3,99897.53,0,37054.65,606,0,1,0
France,Male,22.0,3,0.0,1,173940.59,674,1,1,0
Germany,Female,31.0,6,152622.34,1,99298.8,584,0,1,0
France,Male,40.0,8,0.0,1,62933.03,590,0,2,0
France,Male,56.0,4,138227.19,1,55287.84,585,1,2,0
France,Female,25.0,2,111395.53,0,48197.06,508,1,1,0
Germany,Male,44.0,7,84386.57,1,178642.73,458,0,1,0
France,Female,36.0,3,0.0,1,8282.22,692,1,2,0
Germany,Male,33.0,5,174673.65,1,33300.56,502,0,2,0
France,Male,46.0,3,0.0,1,76515.79,518,0,2,0
Germany,Male,46.0,5,109019.65,1,33680.56,660,1,2,0
Germany,Female,52.0,1,107906.75,1,168886.39,698,0,1,1
France,Male,54.0,7,128914.97,0,191746.23,678,0,1,1
Spain,Male,63.0,9,111179.83,1,93091.02,773,1,1,0
Germany,Female,52.0,8,124099.13,0,23904.52,619,0,1,0
Germany,Male,59.0,9,122471.09,0,15807.07,684,1,1,0
France,Male,34.0,3,134692.4,1,83773.02,635,1,2,0
France,Female,25.0,4,123816.5,1,90162.35,680,1,1,0
Germany,Male,34.0,3,106288.54,1,36639.25,608,1,1,0
Germany,Female,55.0,7,127723.25,1,139469.11,603,0,2,1
Spain,Male,43.0,2,145843.82,1,198402.37,579,1,1,1
Germany,Female,34.0,2,148200.72,0,194584.48,756,0,1,0
France,Male,30.0,2,104145.65,0,159629.64,611,0,1,0
Germany,Male,24.0,8,142755.25,0,34231.48,532,0,1,0
Germany,Female,63.0,3,81245.79,1,69643.31,684,0,1,1
Germany,Female,33.0,3,168560.46,0,90270.16,647,0,2,0
France,Male,38.0,8,0.0,1,47848.56,583,0,1,0
Germany,Male,42.0,2,132193.94,1,162865.52,774,1,2,0
France,Male,58.0,9,0.0,0,168650.4,677,1,1,0
Germany,Male,25.0,8,139330.1,0,54372.37,542,0,1,0
Spain,Male,29.0,0,0.0,0,133897.32,613,1,2,0
France,Male,40.0,5,0.0,1,147878.05,666,0,2,0
France,Female,28.0,2,134571.5,0,118313.38,777,1,1,0
Germany,Male,50.0,2,143829.2,1,181224.24,581,0,2,1
France,Male,32.0,7,0.0,1,7921.57,705,0,2,0
France,Female,44.0,8,133444.97,0,5708.19,673,1,1,0
Germany,Female,23.0,4,104753.84,1,56756.52,594,0,2,1
Germany,Female,51.0,2,116574.84,1,4121.04,648,0,1,1
France,Male,41.0,10,0.0,0,97213.09,605,1,2,0
France,Female,40.0,9,176914.8,1,12799.23,734,1,1,0
France,Female,36.0,8,68348.18,0,50400.32,572,1,2,0
France,Female,33.0,9,0.0,1,41447.86,595,1,2,0
France,Male,42.0,2,56726.83,0,185543.35,749,1,2,0
Spain,Male,46.0,3,65269.23,0,189988.65,573,1,1,1
Spain,Male,33.0,6,66220.17,0,170819.01,624,1,1,0
France,Male,56.0,9,0.0,0,85547.33,703,0,1,1
